Sentence: 69,to,TO,O
,investigate,VB,O
,whether,IN,O
,placebo,NN,O
,effects,NNS,O
,can,MD,O
,experimentally,RB,O
,be,VB,O
,separated,VBN,O
,into,IN,O
,the,DT,O
,response,NN,O
,to,TO,O
,3,CD,O
,components,NNS,O
,assessment,NN,O
,and,CC,O
,observation,NN,O
,a,DT,O
,therapeutic,JJ,O
,ritual,NN,O
,-LRB-,-LRB-,O
,placebo,NN,O
,treatment,NN,O
,-RRB-,-RRB-,O
,and,CC,O
,a,DT,O
,supportive,JJ,O
,patient-practitioner,JJ,O
,relationship-and,JJ,O
,then,RB,O
,progressively,RB,O
,combined,JJ,O
,to,TO,O
,produce,VB,O
,incremental,JJ,O
,clinical,JJ,O
,improvement,NN,O
,in,IN,O
,patients,NNS,O
,with,IN,O
,irritable,JJ,O
,bowel,NN,O
,syndrome,NN,O
,-EOS-,eos,O
Sentence: 70,to,TO,O
,assess,VB,O
,the,DT,O
,relative,JJ,O
,magnitude,NN,O
,of,IN,O
,these,DT,O
,components,NNS,O
,-EOS-,eos,O
Sentence: 71,a,DT,O
,6,CD,O
,week,NN,O
,single,VBP,O
,blind,JJ,O
,3,CD,O
,arm,NN,O
,randomised,VBD,O
,controlled,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 72,academic,VB,O
,medical,JJ,O
,center,NN,O
,-EOS-,eos,O
Sentence: 73,262,CD,O
,adults,NNS,O
,-LRB-,-LRB-,O
,76,CD,O
,women,NNS,O
,-RRB-,-RRB-,O
,mean,JJ,O
,-LRB-,-LRB-,O
,SD,NNP,O
,-RRB-,-RRB-,O
,age,NN,O
,39,CD,O
,-LRB-,-LRB-,O
,14,CD,O
,-RRB-,-RRB-,O
,diagnosed,VBD,O
,by,IN,O
,Rome,NNP,O
,II,NNP,O
,criteria,NNS,O
,for,IN,O
,and,CC,O
,with,IN,O
,a,DT,O
,score,NN,O
,of,IN,O
,greater,JJR,O
,than,IN,O
,150,CD,O
,on,IN,O
,the,DT,O
,symptom,NN,O
,severity,NN,O
,scale,NN,O
,-EOS-,eos,O
Sentence: 74,for,IN,O
,3,CD,O
,weeks,NNS,O
,either,CC,O
,waiting,VBG,O
,list,NN,O
,-LRB-,-LRB-,O
,observation,NN,O
,-RRB-,-RRB-,O
,placebo,VBN,O
,acupuncture,NN,O
,alone,RB,O
,-LRB-,-LRB-,O
,'',NNP,O
,limited,NNP,O
,'','',O
,-RRB-,-RRB-,O
,or,CC,O
,placebo,NN,O
,acupuncture,NN,O
,with,IN,O
,a,DT,O
,patient-practitioner,JJ,O
,relationship,NN,O
,augmented,VBD,O
,by,IN,O
,warmth,NN,O
,attention,NN,O
,and,CC,O
,confidence,NN,O
,-LRB-,-LRB-,O
,'',JJ,O
,augmented,NN,O
,'','',O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 75,at,IN,O
,3,CD,O
,weeks,NNS,O
,half,NN,O
,of,IN,O
,the,DT,O
,patients,NNS,O
,were,VBD,O
,randomly,RB,O
,assigned,VBN,O
,to,TO,O
,continue,VB,O
,in,IN,O
,their,PRP$,O
,originally,RB,O
,assigned,JJ,O
,group,NN,O
,for,IN,O
,an,DT,O
,additional,JJ,O
,3,CD,O
,weeks,NNS,O
,-EOS-,eos,O
Sentence: 76,global,JJ,OTC
,improvement,NN,OTC
,scale,NN,OTC
,-LRB-,-LRB-,OTC
,range,NN,OTC
,1,CD,OTC
,to,TO,OTC
,7,CD,OTC
,-RRB-,-RRB-,OTC
,adequate,JJ,OTC
,relief,NN,OTC
,of,IN,OTC
,symptoms,NNS,OTC
,symptom,VBZ,OTC
,severity,NN,OTC
,score,NN,OTC
,and,CC,O
,quality,NN,OTC
,of,IN,OTC
,life,NN,OTC
,-EOS-,eos,O
Sentence: 77,at,IN,O
,3,CD,O
,weeks,NNS,O
,scores,NNS,O
,on,IN,O
,the,DT,OTC
,global,JJ,OTC
,improvement,NN,OTC
,scale,NN,OTC
,were,VBD,O
,3.8,CD,O
,-LRB-,-LRB-,O
,SD,NNP,O
,1.0,CD,O
,-RRB-,-RRB-,O
,versus,IN,O
,4.3,CD,O
,-LRB-,-LRB-,O
,SD,NNP,O
,1.4,CD,O
,-RRB-,-RRB-,O
,versus,IN,O
,5.0,CD,O
,-LRB-,-LRB-,O
,SD,NNP,O
,1.3,CD,O
,-RRB-,-RRB-,O
,for,IN,O
,waiting,VBG,O
,list,NN,O
,versus,VBG,O
,'','',O
,limited,JJ,O
,'','',O
,versus,VBG,O
,'','',O
,augmented,NN,O
,'','',O
,respectively,RB,O
,-LRB-,-LRB-,O
,P,NNP,O
,less,JJR,O
,than,IN,O
,0.001,CD,O
,for,IN,O
,trend,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 78,the,DT,O
,proportion,NN,O
,of,IN,O
,patients,NNS,O
,reporting,VBG,OTC
,adequate,JJ,OTC
,relief,NN,OTC
,showed,VBD,O
,a,DT,O
,similar,JJ,O
,pattern,NN,O
,28,CD,O
,on,IN,O
,waiting,VBG,O
,list,NN,O
,44,CD,O
,in,IN,O
,limited,JJ,O
,group,NN,O
,and,CC,O
,62,CD,O
,in,IN,O
,augmented,JJ,O
,group,NN,O
,-LRB-,-LRB-,O
,P,NNP,O
,less,JJR,O
,than,IN,O
,0.001,CD,O
,for,IN,O
,trend,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 79,the,DT,O
,same,JJ,O
,trend,NN,O
,in,IN,O
,response,NN,O
,existed,VBD,O
,in,IN,O
,symptom,NN,OTC
,severity,NN,OTC
,score,NN,O
,-LRB-,-LRB-,O
,30,CD,O
,-LRB-,-LRB-,O
,63,CD,O
,-RRB-,-RRB-,O
,versus,IN,O
,42,CD,O
,-LRB-,-LRB-,O
,67,CD,O
,-RRB-,-RRB-,O
,versus,IN,O
,82,CD,O
,-LRB-,-LRB-,O
,89,CD,O
,-RRB-,-RRB-,O
,P,NNP,O
,less,JJR,O
,than,IN,O
,0.001,CD,O
,-RRB-,-RRB-,O
,and,CC,O
,quality,NN,OTC
,of,IN,OTC
,life,NN,OTC
,-LRB-,-LRB-,O
,3.6,CD,O
,-LRB-,-LRB-,O
,8.1,CD,O
,-RRB-,-RRB-,O
,versus,IN,O
,4.1,CD,O
,-LRB-,-LRB-,O
,9.4,CD,O
,-RRB-,-RRB-,O
,versus,IN,O
,9.3,NNP,O
,-LRB-,-LRB-,O
,14.0,CD,O
,-RRB-,-RRB-,O
,P,NNP,O
,less,JJR,O
,than,IN,O
,0.001,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 80,all,DT,O
,pairwise,JJ,O
,comparisons,NNS,O
,between,IN,O
,augmented,JJ,O
,and,CC,O
,limited,JJ,O
,patient-practitioner,JJ,O
,relationship,NN,O
,were,VBD,O
,significant,JJ,O
,global,JJ,OTC
,improvement,NN,OTC
,scale,NN,OTC
,-LRB-,-LRB-,O
,P,NNP,O
,less,JJR,O
,than,IN,O
,0.001,CD,O
,-RRB-,-RRB-,O
,adequate,JJ,OTC
,relief,NN,OTC
,of,IN,OTC
,symptoms,NNS,OTC
,-LRB-,-LRB-,O
,P,NNP,O
,less,JJR,O
,than,IN,O
,0.001,CD,O
,-RRB-,-RRB-,O
,symptom,NN,OTC
,severity,NN,OTC
,score,NN,OTC
,-LRB-,-LRB-,O
,P,VBN,O
,=,SYM,O
,0.007,CD,O
,-RRB-,-RRB-,O
,quality,NN,OTC
,of,IN,OTC
,life,NN,OTC
,-LRB-,-LRB-,O
,P,VBN,O
,=,SYM,O
,0.01,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 81,results,NNS,O
,were,VBD,O
,similar,JJ,O
,at,IN,O
,6,CD,O
,week,NN,O
,follow-up,NN,O
,-EOS-,eos,O
Sentence: 82,factors,NNS,O
,contributing,VBG,O
,to,TO,O
,the,DT,O
,placebo,NN,O
,effect,NN,O
,can,MD,O
,be,VB,O
,progressively,RB,O
,combined,JJ,O
,in,IN,O
,a,DT,O
,manner,NN,O
,resembling,VBG,O
,a,DT,O
,graded,JJ,O
,dose,NN,O
,escalation,NN,O
,of,IN,O
,component,NN,O
,parts,NNS,O
,-EOS-,eos,O
Sentence: 83,non-specific,NNP,O
,effects,NNS,O
,can,MD,O
,produce,VB,O
,statistically,JJ,O
,and,CC,O
,clinically,RB,O
,significant,JJ,O
,outcomes,NNS,O
,and,CC,O
,the,DT,O
,patient-practitioner,JJ,O
,relationship,NN,O
,is,VBZ,O
,the,DT,O
,most,RBS,O
,robust,JJ,O
,component,NN,O
,-EOS-,eos,O
Sentence: 84,clinical,NNP,O
,Trials,NNP,O
,NCT00065403,NNP,O
,-EOS-,eos,O
Sentence: 85,inclusion,NN,O
,criteria,NNS,O
,Diagnosis,NN,O
,of,IN,O
,Irritable,NNP,O
,Bowel,NNP,O
,Syndrome,NNP,O
,based,VBN,O
,on,IN,O
,Rome,NNP,O
,II,NNP,O
,criteria,NNS,O
,including,VBG,O
,greater,JJR,O
,than,IN,O
,12,CD,O
,weeks,NNS,O
,of,IN,O
,abdominal,JJ,O
,discomfort,NN,O
,or,CC,O
,pain,NN,O
,in,IN,O
,the,DT,O
,last,JJ,O
,12,CD,O
,months,NNS,O
,with,IN,O
,greater,JJR,O
,than,IN,O
,2,CD,O
,of,IN,O
,the,DT,O
,following,VBG,O
,features,NNS,O
Sentence: 86,onset,NNP,O
,associated,VBN,O
,with,IN,O
,a,DT,O
,change,NN,O
,in,IN,O
,stool,JJ,O
,frequency,NN,O
Sentence: 87,onset,NNP,O
,associated,VBN,O
,with,IN,O
,a,DT,O
,change,NN,O
,in,IN,O
,form/appearance,NN,O
,of,IN,O
,stool,JJ,O
,Exclusion,NNP,O
,criteria,NNS,O
Sentence: 88,history,NN,O
,of,IN,O
,severe,JJ,O
,or,CC,O
,intractable,JJ,O
,IBS,NNP,O
,defined,VBN,O
,as,IN,O
,continuous,JJ,O
,unremitting,NN,O
,and,CC,O
,several,JJ,O
,abdominal,NN,O
,pain,NN,O
,greater,JJR,O
,than,IN,O
,12,CD,O
,hours/day,NN,O
Sentence: 89,concurrent,JJ,O
,diagnosis,NN,O
,of,IN,O
,any,DT,O
,bowel,NN,O
,disturbance,NN,O
,that,WDT,O
,would,MD,O
,interfere,VB,O
,with,IN,O
,the,DT,O
,assessment,NN,O
,or,CC,O
,safety,NN,O
,of,IN,O
,the,DT,O
,study,NN,O
Sentence: 90,history,NN,O
,of,IN,O
,laxative,NN,O
,abuse,NN,O
Sentence: 91,previous,JJ,O
,abdominal,JJ,O
,surgery,NN,O
,-LRB-,-LRB-,O
,uncomplicated,JJ,O
,appendectomy,NN,O
,hysterectomy,NN,O
,or,CC,O
,cholecystectomy,NN,O
,greater,JJR,O
,than,IN,O
,6,CD,O
,months,NNS,O
,prior,RB,O
,to,TO,O
,entry,NN,O
,acceptable,JJ,O
,-RRB-,-RRB-,O
Sentence: 92,history,NN,O
,of,IN,O
,metabolic,JJ,O
,or,CC,O
,inflammatory,JJ,O
,disease,NN,O
,that,WDT,O
,may,MD,O
,affect,VB,O
,bowel,NN,O
,motility,RB,O
,eg,VBP,O
,-EOS-,eos,O
Sentence: 93,g.,NN,O
,inflammatory,JJ,O
,bowel,NN,O
,disease,NN,O
,diabetes,NN,O
,mellitus,NNS,O
,sarcoidosis,VBZ,O
Sentence: 94,other,JJ,O
,significant,JJ,O
,illness,NN,O
,as,RB,O
,determined,VBN,O
,by,IN,O
,Investigator,NNP,O
Sentence: 95,history,NN,O
,of,IN,O
,drug,NN,O
,or,CC,O
,alcohol,NN,O
,abuse,NN,O
,w/in,NN,O
,2,CD,O
,years,NNS,O
Sentence: 96,insufficient,VB,O
,knowledge,NN,O
,of,IN,O
,English,NNP,O
,to,TO,O
,complete,VB,O
,self-assessments,NNS,O
,to,TO,O
,participate,VB,O
,in,IN,O
,study,NN,O
Sentence #,Word,POS,Tag
Sentence: 97,acute,JJ,O
,treatment,NN,O
,of,IN,O
,moderate,JJ,O
,to,TO,O
,severe,JJ,O
,depression,NN,O
,with,IN,O
,hypericum,NNP,O
,extract,NNP,O
,WS,NNP,O
,5570,NNS,O
,-LRB-,-LRB-,O
,St,NNP,O
,John,NNP,O
,'s,POS,O
,wort,NN,O
,-RRB-,-RRB-,O
,randomised,JJ,O
,controlled,VBN,O
,double,JJ,O
,blind,JJ,O
,non-inferiority,JJ,O
,trial,NN,O
,versus,IN,O
,paroxetine,NN,O
,-EOS-,eos,O
Sentence: 98,charit&#33541;-universit&#30450;tsmedizin,none,O
,Berlin,none,O
,Campus,none,O
,Benjamin,none,O
,Franklin,none,O
,Department,none,O
,of,none,O
,Psychiatry,none,O
,and,none,O
,Psychotherapy,none,O
,Eschenallee,none,O
,3,none,O
,14050,none,O
,Berlin,none,O
,Germany,none,O
,-EOS-,eos,O
Sentence: 99,to,TO,O
,investigate,VB,O
,the,DT,O
,efficacy,NN,O
,of,IN,O
,hypericum,NN,O
,extract,VBZ,O
,WS,NNP,O
,5570,CD,O
,-LRB-,-LRB-,O
,St,NNP,O
,John,NNP,O
,'s,POS,O
,wort,NN,O
,-RRB-,-RRB-,O
,compared,VBN,O
,with,IN,O
,paroxetine,NN,O
,in,IN,O
,patients,NNS,O
,with,IN,O
,moderate,JJ,O
,to,TO,O
,severe,JJ,O
,major,JJ,O
,depression,NN,O
,-EOS-,eos,O
Sentence: 100,randomised,JJ,O
,double,JJ,O
,blind,JJ,O
,double,JJ,O
,dummy,NN,O
,reference,NN,O
,controlled,VBN,O
,multicentre,VBP,O
,non-inferiority,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 101,21,CD,O
,psychiatric,JJ,O
,primary,JJ,O
,care,NN,O
,practices,NNS,O
,in,IN,O
,Germany,NNP,O
,-EOS-,eos,O
Sentence: 102,251,JJ,O
,adult,NN,O
,outpatients,NNS,O
,with,IN,O
,acute,JJ,O
,major,JJ,O
,depression,NN,O
,with,IN,O
,total,NN,O
,score,VBP,O
,greater,JJR,O
,than,IN,O
,22,CD,O
,on,IN,O
,the,DT,O
,17,CD,O
,item,NN,O
,Hamilton,NNP,O
,depression,NN,O
,scale,NN,O
,-EOS-,eos,O
Sentence: 103,900,CD,O
,mg,NN,O
,/,VBZ,O
,day,NN,O
,hypericum,NN,O
,extract,VB,O
,WS,NNP,O
,5570,NNP,O
,3,CD,O
,times,NNS,O
,a,DT,O
,day,NN,O
,or,CC,O
,20,CD,O
,mg,NN,O
,paroxetine,NN,O
,once,RB,O
,a,DT,O
,day,NN,O
,for,IN,O
,6,CD,O
,weeks,NNS,O
,-EOS-,eos,O
Sentence: 104,in,IN,O
,initial,JJ,O
,non-responders,NNS,O
,doses,NNS,O
,were,VBD,O
,increased,VBN,O
,to,TO,O
,1800,CD,O
,mg,JJ,O
,/,JJ,O
,day,NN,O
,hypericum,NN,O
,or,CC,O
,40,CD,O
,mg,JJ,O
,/,JJ,O
,day,NN,O
,paroxetine,NN,O
,after,IN,O
,2,CD,O
,weeks,NNS,O
,-EOS-,eos,O
Sentence: 105,change,NNP,O
,in,RB,O
,score,VBP,O
,on,IN,O
,Hamilton,NNP,OTC
,depression,NN,OTC
,scale,NN,OTC
,from,IN,OTC
,baseline,NN,OTC
,to,TO,OTC
,day,NN,OTC
,42,CD,OTC
,-LRB-,-LRB-,O
,primary,JJ,O
,outcome,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 106,secondary,JJ,O
,measures,NNS,O
,were,VBD,O
,change,NN,O
,in,IN,O
,scores,NNS,O
,on,IN,O
,Montgomery-Asberg,JJ,OTC
,depression,NN,OTC
,rating,NN,OTC
,scale,NN,OTC
,clinical,JJ,OTC
,global,JJ,OTC
,impressions,NNS,OTC
,and,CC,O
,Beck,NNP,OTC
,depression,NN,OTC
,inventory,NN,OTC
,-EOS-,eos,O
Sentence: 107,the,DT,OTC
,Hamilton,NNP,OTC
,depression,NN,OTC
,total,NN,OTC
,score,NN,OTC
,decreased,VBD,O
,by,IN,O
,mean,JJ,O
,14.4,NN,O
,-LRB-,-LRB-,O
,SD,NNP,O
,8.8,CD,O
,-RRB-,-RRB-,O
,points,NNS,O
,corresponding,JJ,O
,to,TO,O
,56.6,CD,O
,-LRB-,-LRB-,O
,SD,NNP,O
,34.3,NNP,O
,-RRB-,-RRB-,O
,of,IN,O
,the,DT,O
,baseline,NN,O
,value,NN,O
,in,IN,O
,the,DT,O
,hypericum,NN,O
,group,NN,O
,and,CC,O
,by,IN,O
,11.4,CD,O
,-LRB-,-LRB-,O
,SD,NNP,O
,8.6,CD,O
,-RRB-,-RRB-,O
,points,NNS,O
,-LRB-,-LRB-,O
,44.8,CD,O
,-LRB-,-LRB-,O
,SD,NNP,O
,33.5,CD,O
,-RRB-,-RRB-,O
,of,IN,O
,baseline,NN,O
,value,NN,O
,-RRB-,-RRB-,O
,in,IN,O
,the,DT,O
,paroxetine,JJ,O
,group,NN,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,similar,JJ,O
,results,NNS,O
,were,VBD,O
,observed,VBN,O
,in,IN,O
,the,DT,O
,SPECIAL_TERM,NNP,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 108,the,DT,O
,SPECIAL_TERM,NNP,O
,-LRB-,-LRB-,O
,lower,RBR,O
,1,CD,O
,sided,VBN,O
,97.5,CD,O
,confidence,NN,O
,limit,NN,O
,1.5,CD,O
,points,NNS,O
,for,IN,O
,the,DT,O
,difference,NN,O
,hypericum,NN,O
,minus,CC,O
,paroxetine,NN,O
,-RRB-,-RRB-,O
,and,CC,O
,the,DT,O
,SPECIAL_TERM,NNP,O
,-LRB-,-LRB-,O
,lower,JJR,O
,confidence,NN,O
,limit,VBP,O
,0.7,CD,O
,points,NNS,O
,-RRB-,-RRB-,O
,showed,VBD,O
,non-inferiority,NN,O
,of,IN,O
,hypericum,NN,O
,and,CC,O
,statistical,JJ,O
,superiority,NN,O
,over,IN,O
,paroxetine,NN,O
,-EOS-,eos,O
Sentence: 109,the,DT,O
,lower,JJR,O
,limits,NNS,O
,in,IN,O
,both,DT,O
,cases,NNS,O
,exceeded,VBD,O
,the,DT,O
,pre-specified,JJ,O
,non-inferiority,JJ,O
,margin,NN,O
,of,IN,O
,-2.5,CD,O
,points,NNS,O
,and,CC,O
,the,DT,O
,superiority,NN,O
,margin,NN,O
,of,IN,O
,0,CD,O
,-EOS-,eos,O
Sentence: 110,the,DT,OTC
,incidence,NN,OTC
,of,IN,OTC
,adverse,JJ,OTC
,events,NNS,OTC
,was,VBD,O
,0.035,CD,O
,and,CC,O
,0.060,CD,O
,events,NNS,O
,per,IN,O
,day,NN,O
,of,IN,O
,exposure,NN,O
,for,IN,O
,hypericum,NN,O
,and,CC,O
,paroxetine,NN,O
,respectively,RB,O
,-EOS-,eos,O
Sentence: 111,in,IN,O
,the,DT,O
,treatment,NN,O
,of,IN,O
,moderate,JJ,O
,to,TO,O
,severe,JJ,O
,major,JJ,O
,depression,NN,O
,hypericum,NNP,O
,extract,NNP,O
,WS,NNP,O
,5570,NNP,O
,is,VBZ,O
,greater,JJR,O
,than,IN,O
,as,RB,O
,effective,JJ,O
,as,IN,O
,paroxetine,NN,O
,and,CC,O
,is,VBZ,O
,better,RBR,O
,tolerated,JJ,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 112,food,NN,O
,incentives,NNS,O
,to,TO,O
,improve,VB,O
,completion,NN,O
,of,IN,O
,tuberculosis,NNP,O
,treatment,NN,O
,randomised,JJ,O
,controlled,JJ,O
,trial,NN,O
,in,IN,O
,Dili,NNP,O
,Timor-Leste,NNP,O
,-EOS-,eos,O
Sentence: 113,menzies,none,O
,School,none,O
,of,none,O
,Health,none,O
,Research,none,O
,Darwin,none,O
,NT,none,O
,Australia,none,O
,-EOS-,eos,O
Sentence: 114,to,TO,O
,determine,VB,O
,the,DT,O
,effectiveness,NN,O
,of,IN,O
,the,DT,O
,provision,NN,O
,of,IN,O
,whole,JJ,O
,food,NN,O
,to,TO,O
,enhance,VB,O
,completion,NN,O
,of,IN,O
,treatment,NN,O
,for,IN,O
,tuberculosis,NNP,O
,-EOS-,eos,O
Sentence: 115,parallel,JJ,O
,group,NN,O
,randomised,VBD,O
,controlled,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 116,3,CD,O
,primary,JJ,O
,care,NN,O
,clinics,NNS,O
,in,IN,O
,Dili,NNP,O
,Timor-Leste,NNP,O
,-EOS-,eos,O
Sentence: 117,270,CD,O
,adults,NNS,O
,aged,VBN,O
,greater,JJR,O
,than,IN,O
,or,CC,O
,=,SYM,O
,18,CD,O
,with,IN,O
,previously,RB,O
,untreated,JJ,O
,newly,RB,O
,diagnosed,VBD,O
,pulmonary,JJ,O
,tuberculosis,NNP,O
,-EOS-,eos,O
Sentence: 118,completion,NN,OTC
,of,IN,OTC
,treatment,NN,OTC
,-LRB-,-LRB-,OTC
,including,VBG,OTC
,cure,NN,OTC
,-RRB-,-RRB-,OTC
,-EOS-,eos,O
Sentence: 119,secondary,JJ,O
,outcomes,NNS,O
,included,VBD,O
,adherence,NN,OTC
,to,TO,OTC
,treatment,NN,OTC
,weight,NN,OTC
,gain,NN,OTC
,and,CC,O
,clearance,NN,OTC
,of,IN,OTC
,sputum,NN,OTC
,smears,NNS,OTC
,-EOS-,eos,O
Sentence: 120,outcomes,NNS,O
,were,VBD,O
,assessed,VBN,O
,remotely,NNP,O
,blinded,VBN,O
,to,TO,O
,allocation,NN,O
,status,NN,O
,-EOS-,eos,O
Sentence: 121,randomisation,NNP,O
,sequence,NNP,O
,was,VBD,O
,computer,NN,O
,generated,VBN,O
,with,IN,O
,allocation,NN,O
,concealment,NN,O
,by,IN,O
,sequentially,JJ,O
,numbered,NNS,O
,opaque,JJ,O
,sealed,JJ,O
,envelopes,NNS,O
,-EOS-,eos,O
Sentence: 122,most,JJS,O
,patients,NNS,O
,with,IN,O
,tuberculosis,NNP,O
,were,VBD,O
,poor,JJ,O
,malnourished,JJ,O
,men,NNS,O
,living,VBG,O
,close,RB,O
,to,TO,O
,the,DT,O
,clinics,NNS,O
,265,CD,O
,of,IN,O
,270,CD,O
,-LRB-,-LRB-,O
,98,CD,O
,-RRB-,-RRB-,O
,contributed,VBD,O
,to,TO,O
,the,DT,O
,analysis,NN,O
,-EOS-,eos,O
Sentence: 123,the,DT,O
,intervention,NN,O
,had,VBD,O
,no,DT,O
,significant,JJ,O
,beneficial,JJ,O
,or,CC,O
,harmful,JJ,O
,impact,NN,O
,on,IN,O
,the,DT,O
,outcome,NN,O
,of,IN,O
,treatment,NN,O
,-LRB-,-LRB-,O
,76,CD,O
,versus,IN,O
,78,CD,O
,completion,NN,OTC
,P,NNP,O
,=,SYM,O
,0.7,CD,O
,-RRB-,-RRB-,O
,or,CC,O
,adherence,NN,OTC
,-LRB-,-LRB-,O
,93,CD,O
,for,IN,O
,both,DT,O
,groups,NNS,O
,P,NNP,O
,=,SYM,O
,0.7,CD,O
,-RRB-,-RRB-,O
,but,CC,O
,did,VBD,O
,lead,NN,O
,to,TO,O
,improved,JJ,O
,weight,NN,OTC
,gain,NN,OTC
,at,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,treatment,NN,O
,-LRB-,-LRB-,O
,10.1,CD,O
,versus,IN,O
,7.5,CD,O
,improvement,NN,O
,P,NNP,O
,=,SYM,O
,0.04,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 124,itch,NNP,OTC
,was,VBD,O
,more,RBR,O
,common,JJ,O
,in,IN,O
,the,DT,O
,intervention,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,21,CD,O
,versus,IN,O
,9,CD,O
,P,RB,O
,less,JJR,O
,than,IN,O
,0.01,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 125,in,IN,O
,a,DT,O
,subgroup,NN,O
,analysis,NN,O
,of,IN,O
,patients,NNS,O
,with,IN,O
,positive,JJ,O
,results,NNS,O
,on,IN,O
,sputum,NN,O
,smears,NNS,O
,there,EX,O
,were,VBD,O
,clinically,RB,O
,important,JJ,O
,improvements,NNS,O
,in,IN,O
,1,CD,O
,month,NN,O
,sputum,NN,OTC
,clearance,NN,OTC
,-LRB-,-LRB-,O
,85,CD,O
,versus,IN,O
,67,CD,O
,P,NNP,O
,=,SYM,O
,0.13,CD,O
,-RRB-,-RRB-,O
,and,CC,O
,completion,NN,OTC
,of,IN,OTC
,treatment,NN,OTC
,-LRB-,-LRB-,O
,78,CD,O
,versus,IN,O
,68,CD,O
,P,NNP,O
,=,SYM,O
,0.3,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 126,provision,NNP,O
,of,IN,O
,food,NN,O
,did,VBD,O
,not,RB,O
,improve,VB,O
,outcomes,NNS,O
,with,IN,O
,tuberculosis,NNP,O
,treatment,NN,O
,in,IN,O
,these,DT,O
,patients,NNS,O
,in,IN,O
,Timor-Leste,NNP,O
,-EOS-,eos,O
Sentence: 127,further,JJ,O
,studies,NNS,O
,in,IN,O
,different,JJ,O
,settings,NNS,O
,and,CC,O
,measuring,NN,O
,different,JJ,O
,outcomes,NNS,O
,are,VBP,O
,required,VBN,O
,-EOS-,eos,O
Sentence: 128,clinical,NNP,O
,Trials,NNP,O
,NCT0019256,NNP,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 129,randomised,JJ,O
,controlled,JJ,O
,trial,NN,O
,of,IN,O
,4,CD,O
,commercial,JJ,O
,weight,NN,O
,loss,NN,O
,programs,NNS,O
,in,IN,O
,the,DT,O
,UK,NNP,O
,initial,JJ,O
,findings,NNS,O
,from,IN,O
,the,DT,O
,BBC,JJ,O
,``,``,O
,diet,NN,O
,trials,NNS,O
,'','',O
,-EOS-,eos,O
Sentence: 130,school,none,O
,of,none,O
,Biomedical,none,O
,and,none,O
,Molecular,none,O
,Sciences,none,O
,Centre,none,O
,for,none,O
,Nutrition,none,O
,Dietetics,none,O
,and,none,O
,Food,none,O
,University,none,O
,of,none,O
,Surrey,none,O
,Guildford,none,O
,GU2,none,O
,7XH,none,O
,-EOS-,eos,O
Sentence: 131,to,TO,O
,compare,VB,O
,the,DT,O
,effectiveness,NN,O
,of,IN,O
,4,CD,O
,commercial,JJ,O
,weight,NN,O
,loss,NN,O
,diets,VBZ,O
,available,JJ,O
,to,TO,O
,adults,NNS,O
,in,IN,O
,the,DT,O
,United,NNP,O
,Kingdom,NNP,O
,-EOS-,eos,O
Sentence: 132,6,CD,O
,month,NN,O
,multicentre,NN,O
,randomised,VBD,O
,unblinded,JJ,O
,controlled,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 133,community,NNP,O
,based,VBN,O
,sample,NN,O
,of,IN,O
,otherwise,RB,O
,healthy,JJ,O
,overweight,NN,O
,and,CC,O
,obese,JJ,O
,adults,NNS,O
,-EOS-,eos,O
Sentence: 134,dr,NNP,O
,Atkins,NNP,O
,',POS,O
,new,JJ,O
,diet,NN,O
,revolution,NN,O
,Slim-Fast,JJ,O
,plan,NN,O
,Weight,NNP,O
,Watchers,NNPS,O
,pure,JJ,O
,points,NNS,O
,program,NN,O
,and,CC,O
,Rosemary,NNP,O
,Conley,NNP,O
,'s,POS,O
,eat,VBP,O
,yourself,PRP,O
,slim,JJ,O
,diet,NN,O
,and,CC,O
,fitness,NN,O
,plan,NN,O
,-EOS-,eos,O
Sentence: 135,weight,NNP,OTC
,and,CC,O
,body,NN,OTC
,fat,NN,OTC
,changes,NNS,OTC
,over,IN,O
,6,CD,O
,months,NNS,O
,-EOS-,eos,O
Sentence: 136,all,DT,O
,diets,NNS,O
,resulted,VBD,O
,in,IN,O
